,Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Age_Group,City,State,Region,Latitude,Longitude,Product_ID,Product_Name,Category,Sub_Category,Quantity,Unit_Price,Discount_Percentage,Sales,Cost,Profit,Profit_Margin,Payment_Method,Order_Status,Delivery_Days,Customer_Rating,Customer_Segment,Device_Type,age
5317,ORD110636,2025-07-18,CUST11618,Aditi Das,Male,44.0,36-45,Ahmedabad,Gujarat,West,23.0225,72.5714,P1022,Hidesign Leather Handbag,Fashion,Bags,3,8748.75,13.2,22782.21,16171.21,6611.0,29.02,Net Banking,Delivered,3,5.0,Premium,Mobile App,44
5318,ORD102989,2024-07-10,CUST10176,Pooja Patil,Male,23.0,18-25,Pune,Maharashtra,West,18.5204,73.8567,P1052,Sg Cricket Kit,Sports,Outdoor Gear,1,7879.97,10.3,7070.98,5739.38,1331.6,18.83,Debit Card,Delivered,3,4.3,Regular,Mobile App,23
5319,ORD105877,2024-11-09,CUST11150,Nikhil Sheikh,Male,30.0,26-35,Coimbatore,Tamil Nadu,South,11.0168,76.9558,P1034,L'Oreal Hair Serum,Beauty,Haircare,3,695.31,15.5,1763.55,1131.65,631.9,35.83,Debit Card,Delivered,8,4.2,Premium,Mobile Web,30
5320,ORD114467,2025-12-08,CUST12525,Yash Kaur,Male,18.0,18-25,Nagpur,Maharashtra,West,21.1458,79.0882,P1052,Sg Cricket Kit,Sports,Outdoor Gear,1,5585.65,13.2,4850.29,4141.52,708.77,14.61,Cash On Delivery,Delivered,7,4.4,Regular,Mobile Web,18
5321,ORD104913,2024-10-09,CUST10258,Swapnil Iyer,Male,24.0,18-25,Pune,Maharashtra,West,18.5204,73.8567,P1040,India Gate Basmati Rice 5Kg,Grocery,Staples,1,1157.53,7.1,1075.25,1005.2,70.05,6.51,Credit Card,Shipped,3,3.7,Premium,Desktop,24
5322,ORD109316,2025-05-12,CUST11067,Pooja Joshi,Female,30.0,26-35,Gurugram,Haryana,North,28.4595,77.0266,P1029,Pepperfry Table Lamp,Home & Furniture,Home Decor,3,2759.57,3.4,7995.53,5510.14,2485.39,31.08,Credit Card,Delivered,3,4.6,Regular,Mobile App,30
5323,ORD108549,2025-03-29,CUST12992,Harsh Menon,Female,25.0,18-25,Chennai,Tamil Nadu,South,13.0827,80.2707,P1014,Biba Anarkali Kurta,Fashion,Women'S Clothing,1,3739.71,23.6,2855.92,2074.34,-629.62,-22.05,Upi,Returned,4,4.2,Premium,Mobile App,25
5324,ORD111035,2025-08-06,CUST13462,Sneha Pillai,Male,23.0,18-25,Gurugram,Haryana,North,28.4595,77.0266,P1015,W Printed Palazzo Set,Fashion,Women'S Clothing,1,2947.22,19.8,2362.86,1652.29,-439.94,-18.62,Upi,Returned,2,3.7,Premium,Mobile Web,23
5325,ORD101856,2024-05-03,CUST10475,Gaurav Verma,Male,36.0,36-45,Bhubaneswar,Odisha,East,20.2961,85.8245,P1037,Nykaa Eau De Parfum,Beauty,Fragrances,6,852.78,9.3,4641.38,2705.22,1936.16,41.72,Credit Card,Delivered,6,4.2,Regular,Mobile App,36
5326,ORD105210,2024-10-18,CUST10157,Karan Verma,Male,35.0,26-35,Bengaluru,Karnataka,South,12.9716,77.5946,P1019,Titan Neo Analog Watch,Fashion,Watches,1,4029.54,19.8,3230.68,2374.95,855.73,26.49,Upi,Delivered,5,4.8,Premium,Mobile App,35
5327,ORD101367,2024-04-03,CUST11516,Deepak Verma,Female,47.0,46-60,Delhi,Delhi,North,28.7041,77.1025,P1021,Wildcraft Laptop Backpack,Fashion,Bags,1,2559.63,18.7,2080.91,1512.6,568.31,27.31,Emi,Delivered,3,4.3,Regular,Mobile App,47
5328,ORD107665,2025-02-04,CUST12639,Manish Menon,Female,35.0,26-35,Ahmedabad,Gujarat,West,23.0225,72.5714,P1046,Maggi Noodles Pack Of 12,Grocery,Packaged Food,2,207.04,0.0,414.08,352.9,61.18,14.77,Wallet,Delivered,3,4.6,Budget,Mobile Web,35
5329,ORD100552,2024-02-09,CUST13438,Meera Singh,Female,39.0,36-45,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1051,Decathlon Camping Tent,Sports,Outdoor Gear,1,3918.46,24.1,2975.99,2800.39,-33.26,-1.12,Upi,Cancelled,1,3.8,Regular,Mobile App,39
5330,ORD101351,2024-04-02,CUST13381,Vivaan Verma,Female,18.0,18-25,Chandigarh,Chandigarh,North,30.7333,76.7794,P1056,Atomic Habits,Books,Non-Fiction,1,397.66,11.2,353.22,284.62,-2.51,-0.71,Credit Card,Cancelled,7,2.7,Regular,Mobile Web,18
5331,ORD112220,2025-09-26,CUST10833,Pooja Joshi,Female,26.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1002,Samsung Galaxy M35,Electronics,Smartphones,1,20922.22,33.6,13886.83,17041.47,-3154.64,-22.72,Upi,Delivered,5,4.6,Budget,Desktop,26
5332,ORD110643,2025-07-19,CUST11919,Suresh Das,Male,33.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1026,Prestige Pressure Cooker,Home & Furniture,Kitchenware,1,3257.65,11.4,2887.54,2390.55,496.99,17.21,Credit Card,Delivered,5,4.6,Corporate,Mobile App,33
5333,ORD111887,2025-09-13,CUST11821,Deepak Kaur,Male,43.0,36-45,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1017,Bata Formal Shoes,Fashion,Footwear,1,1681.79,25.8,1247.25,1046.14,201.11,16.12,Credit Card,Delivered,7,4.0,Regular,Mobile App,43
5334,ORD106679,2024-12-11,CUST11473,Farhan Iyer,Male,31.0,26-35,Pune,Maharashtra,West,18.5204,73.8567,P1056,Atomic Habits,Books,Non-Fiction,1,517.61,20.0,414.06,373.03,41.03,9.91,Emi,Shipped,4,4.5,Regular,Mobile App,31
5335,ORD105622,2024-10-30,CUST12298,Tanvi Patil,Female,43.0,36-45,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1020,Fastrack Casual Watch,Fashion,Watches,1,1497.21,28.1,1076.04,846.76,229.28,21.31,Upi,Delivered,6,4.6,Corporate,Mobile App,43
5336,ORD106622,2024-12-08,CUST12445,Ananya Shah,Male,19.0,18-25,Mumbai,Maharashtra,West,19.076,72.8777,P1040,India Gate Basmati Rice 5Kg,Grocery,Staples,1,821.3,6.4,768.93,726.12,42.81,5.57,Credit Card,Delivered,4,4.2,Premium,Desktop,19
5337,ORD112709,2025-10-11,CUST11756,Swapnil Das,Female,37.0,36-45,Delhi,Delhi,North,28.7041,77.1025,P1012,Allen Solly Formal Shirt,Fashion,Men'S Clothing,3,2247.94,27.6,4885.14,3759.42,1125.72,23.04,Credit Card,Delivered,3,4.8,Premium,Mobile App,37
5338,ORD103062,2024-07-14,CUST11169,Priya Menon,Male,53.0,46-60,Mumbai,Maharashtra,West,19.076,72.8777,P1006,Boat Rockerz 450,Electronics,Headphones,1,3123.75,17.6,2572.6,2096.32,476.28,18.51,Upi,Delivered,4,3.8,Premium,Mobile App,53
5339,ORD105515,2024-10-27,CUST11822,Harsh Shah,Male,48.0,46-60,Hyderabad,Telangana,South,17.385,78.4867,P1021,Wildcraft Laptop Backpack,Fashion,Bags,5,2278.87,30.5,7920.22,6914.31,1005.91,12.7,Cash On Delivery,Delivered,4,4.2,Premium,Desktop,48
5340,ORD112927,2025-10-18,CUST10685,Swapnil Mishra,Female,21.0,18-25,Chennai,Tamil Nadu,South,13.0827,80.2707,P1039,Aashirvaad Atta 10Kg,Grocery,Staples,1,811.25,17.2,671.62,723.91,-52.29,-7.79,Credit Card,Delivered,2,5.0,Premium,Desktop,21
5341,ORD100485,2024-02-04,CUST12891,Suresh Nair,Male,39.0,36-45,Chennai,Tamil Nadu,South,13.0827,80.2707,P1001,Redmi Note 13 5G,Electronics,Smartphones,1,21485.45,9.3,19486.12,18350.38,1135.74,5.83,Cash On Delivery,Delivered,3,4.2,Premium,Tablet,39
5342,ORD105281,2024-10-20,CUST12401,Tanvi Das,Male,42.0,36-45,Chandigarh,Chandigarh,North,30.7333,76.7794,P1025,Sleepwell Foam Mattress,Home & Furniture,Furniture,1,13628.17,7.8,12563.16,9447.68,3115.48,24.8,Net Banking,Delivered,7,4.7,Premium,Mobile Web,42
5343,ORD107346,2025-01-14,CUST13281,Sanjana Mishra,Male,27.0,26-35,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1013,Us Polo Assn Polo T-Shirt,Fashion,Men'S Clothing,1,870.92,13.5,753.09,502.51,250.58,33.27,Upi,Delivered,4,4.2,Budget,Mobile App,27
5344,ORD101096,2024-03-18,CUST13468,Ishita Singh,Female,39.0,36-45,Gurugram,Haryana,North,28.4595,77.0266,P1005,Lenovo Ideapad Slim 3,Electronics,Laptops,1,56535.74,6.2,53021.44,48481.05,4540.39,8.56,Debit Card,Delivered,3,4.7,Premium,Mobile Web,39
5345,ORD104757,2024-10-05,CUST11227,Rohan Shah,Male,36.0,36-45,Delhi,Delhi,North,28.7041,77.1025,P1021,Wildcraft Laptop Backpack,Fashion,Bags,1,1773.14,27.0,1293.63,1066.69,226.94,17.54,Net Banking,Delivered,4,3.7,Corporate,Mobile App,36
5346,ORD105002,2024-10-11,CUST10226,Swapnil Kaur,Female,44.0,36-45,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,P1049,Nivia Football Jersey,Sports,Sportswear,2,1103.25,17.4,1821.91,1382.85,439.06,24.1,Upi,Delivered,8,3.4,Corporate,Mobile App,44
5347,ORD114482,2025-12-08,CUST10410,Anjali Bhat,Female,50.0,46-60,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,P1039,Aashirvaad Atta 10Kg,Grocery,Staples,1,413.97,4.5,395.53,370.98,24.55,6.21,Credit Card,Delivered,7,4.2,Budget,Mobile App,50
5348,ORD104504,2024-09-25,CUST11098,Anjali Menon,Male,37.0,36-45,Chandigarh,Chandigarh,North,30.7333,76.7794,P1046,Maggi Noodles Pack Of 12,Grocery,Packaged Food,3,171.6,0.7,511.45,455.9,55.55,10.86,Cash On Delivery,Delivered,5,4.4,Regular,Desktop,37
5349,ORD111323,2025-08-21,CUST11015,Pooja Chauhan,Male,19.0,18-25,Mumbai,Maharashtra,West,19.076,72.8777,P1039,Aashirvaad Atta 10Kg,Grocery,Staples,2,691.46,8.5,1265.39,1165.14,100.25,7.92,Upi,Delivered,5,4.8,Budget,Mobile Web,19
5350,ORD113173,2025-10-24,CUST11046,Imran Singh,Female,41.0,36-45,Kolkata,West Bengal,East,22.5726,88.3639,P1039,Aashirvaad Atta 10Kg,Grocery,Staples,3,465.75,23.6,1067.79,1259.21,-191.42,-17.93,Upi,Delivered,4,5.0,Premium,Mobile Web,41
5351,ORD101418,2024-04-07,CUST10134,Priya Chauhan,Female,36.0,36-45,Delhi,Delhi,North,28.7041,77.1025,P1063,Whirlpool 7Kg Top Load,Appliances,Washing Machines,2,17325.98,11.8,30547.24,26991.14,3556.1,11.64,Credit Card,Delivered,4,4.6,Budget,Mobile App,36
5352,ORD109563,2025-05-22,CUST12872,Ritu Mehta,Female,41.0,36-45,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,P1054,Shantaram,Books,Fiction,1,468.33,6.9,436.03,342.99,93.04,21.34,Upi,Delivered,6,3.8,Budget,Mobile Web,41
5353,ORD114446,2025-12-07,CUST12394,Aditi Sharma,Female,32.0,26-35,Gurugram,Haryana,North,28.4595,77.0266,P1005,Lenovo Ideapad Slim 3,Electronics,Laptops,1,58952.5,10.4,52813.62,50670.65,2142.97,4.06,Credit Card,Delivered,2,5.0,Premium,Desktop,32
5354,ORD105163,2024-10-17,CUST11914,Ananya Chatterjee,Male,18.0,18-25,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1066,Voltas 1.5T Split Ac,Appliances,Air Conditioners,2,30087.46,27.0,43909.12,51677.02,-7767.9,-17.69,Debit Card,Delivered,5,4.6,Budget,Mobile App,18
5355,ORD108832,2025-04-14,CUST12794,Siddharth Bhat,Male,41.0,36-45,Chennai,Tamil Nadu,South,13.0827,80.2707,P1042,Tata Tea Premium 1Kg,Grocery,Beverages,1,615.93,15.1,522.71,522.0,0.71,0.14,Credit Card,Delivered,2,4.6,Budget,Mobile Web,41
5356,ORD111219,2025-08-16,CUST12811,Aarav Patil,Male,32.0,26-35,Pune,Maharashtra,West,18.5204,73.8567,P1015,W Printed Palazzo Set,Fashion,Women'S Clothing,2,2418.28,28.2,3472.5,2639.27,833.23,24.0,Debit Card,Delivered,3,4.2,Premium,Mobile Web,32
5357,ORD111977,2025-09-17,CUST12891,Suresh Nair,Male,39.0,36-45,Chennai,Tamil Nadu,South,13.0827,80.2707,P1036,Maybelline Fit Me Foundation,Beauty,Makeup,2,1373.75,20.6,2181.9,1459.52,722.38,33.11,Upi,Delivered,4,4.1,Premium,Mobile App,39
5358,ORD107672,2025-02-05,CUST11101,Diya Sharma,Female,25.0,18-25,Bengaluru,Karnataka,South,12.9716,77.5946,P1047,Kore Dumbbell Set 20Kg,Sports,Fitness Equipment,3,4334.88,11.4,11526.15,9965.05,1561.1,13.54,Upi,Delivered,5,4.2,Regular,Mobile App,25
5359,ORD109717,2025-05-31,CUST11293,Ananya Chatterjee,Male,39.0,36-45,Guwahati,Assam,Northeast,26.1445,91.7362,P1060,Lg 260L Double Door Fridge,Appliances,Refrigerators,1,21249.15,13.2,18437.3,16474.11,1963.19,10.65,Credit Card,Delivered,7,4.3,Budget,Mobile App,39
5360,ORD103020,2024-07-12,CUST12126,Kavya Joshi,Female,35.0,26-35,Delhi,Delhi,North,28.7041,77.1025,P1048,Cockatoo Exercise Cycle,Sports,Fitness Equipment,2,16456.99,5.5,31089.27,25530.01,5559.26,17.88,Emi,Delivered,2,4.8,Regular,Mobile App,35
5361,ORD113948,2025-11-18,CUST10952,Deepak Gupta,Female,51.0,46-60,Ahmedabad,Gujarat,West,23.0225,72.5714,P1033,Mamaearth Onion Shampoo,Beauty,Haircare,3,670.57,21.3,1582.63,986.61,596.02,37.66,Debit Card,Delivered,3,4.4,Budget,Desktop,51
5362,ORD108897,2025-04-18,CUST11013,Arjun Shah,Female,18.0,18-25,Pune,Maharashtra,West,18.5204,73.8567,P1012,Allen Solly Formal Shirt,Fashion,Men'S Clothing,1,2470.78,28.1,1775.94,1350.17,425.77,23.97,Debit Card,Delivered,3,4.9,Regular,Mobile App,18
5363,ORD101847,2024-05-02,CUST11676,Amit Gill,Female,47.0,46-60,Surat,Gujarat,West,21.1702,72.8311,P1050,Adidas Track Pants,Sports,Sportswear,2,3059.02,10.2,5494.05,4238.58,1255.47,22.85,Cash On Delivery,Delivered,7,3.7,Regular,Mobile App,47
5364,ORD105716,2024-11-03,CUST10988,Aditi Patil,Female,38.0,36-45,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1028,Chumbak Wall Clock,Home & Furniture,Home Decor,1,1538.9,24.0,1169.7,1007.26,162.44,13.89,Cash On Delivery,Delivered,7,4.4,Budget,Desktop,38
5365,ORD100188,2024-01-14,CUST10538,Sneha Nair,Female,39.0,36-45,Kanpur,Uttar Pradesh,North,26.4499,80.3319,P1006,Boat Rockerz 450,Electronics,Headphones,2,1785.15,13.3,3096.17,2431.44,664.73,21.47,Debit Card,Delivered,5,4.0,Budget,Mobile App,39
5366,ORD114919,2025-12-27,CUST10873,Nikhil Bhat,Female,26.0,26-35,Pune,Maharashtra,West,18.5204,73.8567,P1063,Whirlpool 7Kg Top Load,Appliances,Washing Machines,3,23994.64,3.1,69757.53,54933.63,14823.9,21.25,Emi,Delivered,4,5.0,Regular,Desktop,26
5367,ORD107381,2025-01-16,CUST10294,Sunita Deshmukh,Male,21.0,18-25,Hyderabad,Telangana,South,17.385,78.4867,P1053,The White Tiger,Books,Fiction,4,325.52,7.6,1202.93,916.11,286.82,23.84,Net Banking,Delivered,5,4.6,Regular,Mobile Web,21
5368,ORD114140,2025-11-24,CUST10399,Swapnil Mehta,Male,32.0,26-35,Nagpur,Maharashtra,West,21.1458,79.0882,P1021,Wildcraft Laptop Backpack,Fashion,Bags,2,2419.19,26.4,3562.31,2916.58,645.73,18.13,Wallet,Delivered,7,4.1,Regular,Desktop,32
5369,ORD106616,2024-12-08,CUST11785,Vikram Gupta,Male,31.0,26-35,Bengaluru,Karnataka,South,12.9716,77.5946,P1045,Mtr Ready To Eat Combo,Grocery,Packaged Food,3,344.88,3.9,993.86,881.85,112.01,11.27,Upi,Delivered,3,4.6,Budget,Mobile App,31
5370,ORD102879,2024-07-05,CUST13447,Aarav Pandey,Male,31.0,26-35,Hyderabad,Telangana,South,17.385,78.4867,P1009,Noise Colorfit Pro 5,Electronics,Smart Watches,1,3549.07,6.4,3322.74,2352.93,969.81,29.19,Net Banking,Delivered,4,3.6,Corporate,Mobile App,31
5371,ORD105434,2024-10-25,CUST11141,Anil Chauhan,Male,42.0,36-45,Mumbai,Maharashtra,West,19.076,72.8777,P1022,Hidesign Leather Handbag,Fashion,Bags,3,4659.39,18.1,11452.71,8746.79,2705.92,23.63,Debit Card,Delivered,5,4.9,Budget,Mobile App,42
5372,ORD105961,2024-11-12,CUST13003,Sneha Gupta,Male,28.0,26-35,Bengaluru,Karnataka,South,12.9716,77.5946,P1043,Bru Instant Coffee 200G,Grocery,Beverages,3,594.76,17.5,1472.57,1534.63,-62.06,-4.21,Credit Card,Delivered,2,4.6,Regular,Mobile App,28
5373,ORD114244,2025-11-28,CUST10991,Anjali Bose,Male,21.0,18-25,Chennai,Tamil Nadu,South,13.0827,80.2707,P1004,Hp Pavilion 15,Electronics,Laptops,2,86248.75,22.0,134473.69,152386.07,-17912.38,-13.32,Emi,Delivered,3,4.3,Premium,Mobile Web,21
5374,ORD102094,2024-05-16,CUST10379,Vikram Joshi,Male,51.0,46-60,Nagpur,Maharashtra,West,21.1458,79.0882,P1041,Fortune Sunflower Oil 5L,Grocery,Staples,4,779.48,17.4,2575.89,2802.47,-226.58,-8.8,Upi,Delivered,7,3.2,Regular,Mobile App,51
5375,ORD109929,2025-06-12,CUST10333,Riya Pandey,Male,23.0,18-25,Coimbatore,Tamil Nadu,South,11.0168,76.9558,P1037,Nykaa Eau De Parfum,Beauty,Fragrances,2,1116.85,2.0,2190.0,1129.34,1060.66,48.43,Credit Card,Delivered,3,4.8,Premium,Mobile App,23
5376,ORD101398,2024-04-05,CUST10193,Vivaan Iyer,Male,18.0,18-25,Gurugram,Haryana,North,28.4595,77.0266,P1012,Allen Solly Formal Shirt,Fashion,Men'S Clothing,1,2407.65,8.1,2211.99,1385.89,826.1,37.35,Debit Card,Delivered,1,5.0,Budget,Mobile Web,18
5377,ORD103682,2024-08-18,CUST10548,Kabir Deshmukh,Female,18.0,18-25,Coimbatore,Tamil Nadu,South,11.0168,76.9558,P1044,Haldiram Namkeen Combo,Grocery,Snacks,3,335.24,10.9,895.86,816.41,79.45,8.87,Net Banking,Delivered,5,3.6,Budget,Mobile App,18
5378,ORD114719,2025-12-20,CUST10127,Suresh Singh,Female,39.0,36-45,Mumbai,Maharashtra,West,19.076,72.8777,P1021,Wildcraft Laptop Backpack,Fashion,Bags,1,2566.92,29.3,1814.6,1485.76,-288.91,-15.92,Credit Card,Returned,3,3.4,Budget,Desktop,39
5379,ORD104098,2024-09-07,CUST11980,Rohan Rao,Female,35.0,26-35,Ludhiana,Punjab,North,30.901,75.8573,P1020,Fastrack Casual Watch,Fashion,Watches,1,1861.91,19.7,1495.4,1047.21,448.19,29.97,Net Banking,Delivered,4,4.3,Premium,Mobile App,35
5380,ORD114056,2025-11-22,CUST10680,Rohan Chauhan,Female,18.0,18-25,Hyderabad,Telangana,South,17.385,78.4867,P1048,Cockatoo Exercise Cycle,Sports,Fitness Equipment,1,13622.95,30.0,9542.86,10889.47,-143.14,-1.5,Debit Card,Cancelled,3,4.1,Regular,Mobile App,18
5381,ORD105786,2024-11-06,CUST11324,Aditi Pillai,Female,18.0,18-25,Surat,Gujarat,West,21.1702,72.8311,P1040,India Gate Basmati Rice 5Kg,Grocery,Staples,3,1054.94,8.6,2892.73,2784.04,108.69,3.76,Cash On Delivery,Delivered,4,5.0,Premium,Mobile App,18
5382,ORD113670,2025-11-09,CUST10132,Yash Kaur,Female,54.0,46-60,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1013,Us Polo Assn Polo T-Shirt,Fashion,Men'S Clothing,2,1446.31,30.0,2024.01,1665.8,358.21,17.7,Cash On Delivery,Delivered,8,3.7,Regular,Mobile App,54
5383,ORD104497,2024-09-24,CUST11383,Nikhil Chatterjee,Male,42.0,36-45,Mumbai,Maharashtra,West,19.076,72.8777,P1015,W Printed Palazzo Set,Fashion,Women'S Clothing,1,3175.96,22.5,2459.93,1811.02,648.91,26.38,Upi,Delivered,3,4.5,Premium,Mobile App,42
5384,ORD112882,2025-10-17,CUST12655,Arjun Mehta,Female,42.0,36-45,Chennai,Tamil Nadu,South,13.0827,80.2707,P1008,Canon Eos 1500D,Electronics,Cameras,3,48591.56,15.6,123000.11,115827.99,7172.12,5.83,Upi,Delivered,3,4.8,Premium,Mobile App,42
5385,ORD105391,2024-10-23,CUST11340,Riya Joshi,Male,44.0,36-45,Ahmedabad,Gujarat,West,23.0225,72.5714,P1040,India Gate Basmati Rice 5Kg,Grocery,Staples,2,1186.25,20.6,1884.47,2018.97,-134.5,-7.14,Upi,Delivered,3,5.0,Premium,Mobile App,44
5386,ORD100054,2024-01-04,CUST13318,Imran Iyer,Female,43.0,36-45,Hyderabad,Telangana,South,17.385,78.4867,P1046,Maggi Noodles Pack Of 12,Grocery,Packaged Food,3,169.05,10.4,454.22,429.78,24.44,5.38,Upi,Delivered,4,4.9,Regular,Mobile App,43
5387,ORD103734,2024-08-20,CUST11878,Vivaan Singh,Male,57.0,46-60,Jaipur,Rajasthan,North,26.9124,75.7873,P1013,Us Polo Assn Polo T-Shirt,Fashion,Men'S Clothing,2,1028.03,19.7,1651.78,1171.3,480.48,29.09,Cash On Delivery,Delivered,5,4.0,Regular,Mobile App,57
5388,ORD112078,2025-09-21,CUST13204,Vikram Mishra,Male,34.0,26-35,Gurugram,Haryana,North,28.4595,77.0266,P1053,The White Tiger,Books,Fiction,1,327.47,28.8,233.12,240.71,-7.59,-3.26,Net Banking,Delivered,3,5.0,Budget,Desktop,34
5389,ORD107682,2025-02-05,CUST11951,Pooja Gill,Male,21.0,18-25,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1010,Apple Watch Se,Electronics,Smart Watches,1,31695.97,7.4,29352.07,27906.76,1445.31,4.92,Upi,Delivered,2,5.0,Premium,Mobile App,21
5390,ORD104107,2024-09-07,CUST10934,Rohan Naidu,Male,32.0,26-35,Nagpur,Maharashtra,West,21.1458,79.0882,P1015,W Printed Palazzo Set,Fashion,Women'S Clothing,2,1916.0,23.3,2940.02,2167.34,772.68,26.28,Net Banking,Delivered,3,4.2,Regular,Mobile App,32
5391,ORD112056,2025-09-20,CUST12673,Pranav Joshi,Female,38.0,36-45,Bengaluru,Karnataka,South,12.9716,77.5946,P1013,Us Polo Assn Polo T-Shirt,Fashion,Men'S Clothing,2,2160.84,35.9,2769.15,2480.88,288.27,10.41,Debit Card,Delivered,4,5.0,Regular,Mobile App,38
5392,ORD103245,2024-07-24,CUST12296,Sunita Patil,Female,41.0,36-45,Guwahati,Assam,Northeast,26.1445,91.7362,P1015,W Printed Palazzo Set,Fashion,Women'S Clothing,1,1507.17,13.8,1299.57,859.95,-164.04,-12.62,Upi,Returned,7,2.3,Corporate,Mobile App,41
5393,ORD101848,2024-05-02,CUST10343,Amit Menon,Male,35.0,26-35,Delhi,Delhi,North,28.7041,77.1025,P1034,L'Oreal Hair Serum,Beauty,Haircare,2,533.51,23.3,818.6,587.4,231.2,28.24,Debit Card,Delivered,3,4.7,Corporate,Mobile App,35
5394,ORD103769,2024-08-22,CUST12219,Anjali Gill,Male,41.0,36-45,Kolkata,West Bengal,East,22.5726,88.3639,P1031,Minimalist Vitamin C Serum,Beauty,Skincare,1,678.31,22.7,524.47,356.48,167.99,32.03,Upi,Delivered,3,4.7,Premium,Mobile App,41
5395,ORD110018,2025-06-17,CUST12996,Aditya Shah,Male,21.0,18-25,Delhi,Delhi,North,28.7041,77.1025,P1037,Nykaa Eau De Parfum,Beauty,Fragrances,2,2248.75,24.3,3402.4,2237.61,1164.79,34.23,Debit Card,Delivered,2,4.8,Corporate,Mobile App,21
5396,ORD107191,2025-01-05,CUST12129,Kabir Deshmukh,Female,32.0,26-35,Ahmedabad,Gujarat,West,23.0225,72.5714,P1032,Cetaphil Moisturiser,Beauty,Skincare,6,1128.14,15.4,5729.07,3759.08,1969.99,34.39,Upi,Delivered,1,4.7,Premium,Desktop,32
5397,ORD105770,2024-11-05,CUST10132,Yash Kaur,Female,54.0,46-60,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1041,Fortune Sunflower Oil 5L,Grocery,Staples,2,973.78,16.8,1620.14,1655.83,-35.69,-2.2,Emi,Delivered,6,5.0,Regular,Mobile Web,54
5398,ORD112194,2025-09-25,CUST11121,Siddharth Mishra,Male,45.0,36-45,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1055,India After Gandhi,Books,Non-Fiction,2,676.99,15.9,1139.08,1011.68,127.4,11.18,Credit Card,Delivered,8,4.2,Premium,Mobile App,45
5399,ORD100564,2024-02-10,CUST11596,Aarav Pandey,Female,35.0,26-35,Kolkata,West Bengal,East,22.5726,88.3639,P1062,Ifb 6.5Kg Front Load,Appliances,Washing Machines,2,32263.94,0.0,64527.88,51581.42,12946.46,20.06,Emi,Delivered,3,5.0,Premium,Mobile App,35
5400,ORD102960,2024-07-09,CUST11228,Zoya Shah,Male,27.0,26-35,Delhi,Delhi,North,28.7041,77.1025,P1043,Bru Instant Coffee 200G,Grocery,Beverages,2,607.57,7.4,1125.63,1039.39,86.24,7.66,Credit Card,Delivered,4,4.4,Regular,Desktop,27
5401,ORD107273,2025-01-10,CUST10982,Rahul Menon,Female,36.0,36-45,Bengaluru,Karnataka,South,12.9716,77.5946,P1012,Allen Solly Formal Shirt,Fashion,Men'S Clothing,1,2137.47,19.4,1723.11,1170.86,552.25,32.05,Upi,Delivered,2,5.0,Budget,Desktop,36
5402,ORD113025,2025-10-21,CUST10346,Tejas Pillai,Female,49.0,46-60,Delhi,Delhi,North,28.7041,77.1025,P1004,Hp Pavilion 15,Electronics,Laptops,1,86248.75,24.5,65141.25,72032.28,-6891.03,-10.58,Emi,Delivered,2,5.0,Premium,Mobile App,49
5403,ORD102387,2024-06-01,CUST11278,Tejas Iyer,Female,46.0,46-60,Kanpur,Uttar Pradesh,North,26.4499,80.3319,P1046,Maggi Noodles Pack Of 12,Grocery,Packaged Food,2,149.44,2.8,290.59,262.01,28.58,9.84,Debit Card,Delivered,3,5.0,Regular,Mobile App,46
5404,ORD106353,2024-11-27,CUST11718,Siddharth Bose,Female,39.0,36-45,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1019,Titan Neo Analog Watch,Fashion,Watches,3,4497.67,24.3,10213.73,8119.39,-65.1,-0.64,Cash On Delivery,Cancelled,6,3.0,Corporate,Mobile App,39
5405,ORD112483,2025-10-05,CUST12320,Tanvi Kaur,Male,32.0,26-35,Delhi,Delhi,North,28.7041,77.1025,P1057,Ncert Class 12 Bundle,Books,Academic,1,1017.83,17.5,839.61,800.54,39.07,4.65,Credit Card,Delivered,4,4.5,Budget,Mobile App,32
5406,ORD109633,2025-05-26,CUST12784,Nikhil Chauhan,Female,30.0,26-35,Chennai,Tamil Nadu,South,13.0827,80.2707,P1057,Ncert Class 12 Bundle,Books,Academic,3,926.27,6.9,2587.81,2183.31,404.5,15.63,Upi,Delivered,3,4.6,Regular,Mobile App,30
